num,date,media_id,shortcode,display_url,video_url,width,height,tagged_users,post_id,post_shortcode,post_url,likes,liked,pinned,description,tags,location_id,location_slug,location_url,sidecar_media_id,sidecar_shortcode,owner_id,username,fullname,post_date,tag,count,category,subcategory,filename,extension,hashtag,coauthors,comment_count,comments,comment_sentiments,overall_sentiment,is_traditional
1,3/26/2024 2:02,3.33e+18,C49cG50vcml,https://instagram.fyzd1-2.fna.fbcdn.net/v/t39.30808-6/469274411_18270290692301054_7430994055191068698_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDk2MC5zZHIuZjMwODA4LmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=instagram.fyzd1-2.fna.fbcdn.net&_nc_cat=102&_nc_oc=Q6cZ2AH21hceDefWM7MP2y-yCukKMGtbcxXQlJqa7Rs--8xc5Z9IangkuueT2ogVhXgHKVc&_nc_ohc=9BNwIESlziQQ7kNvgHjhHvQ&_nc_gid=6cc7d97447174a089e80fbff752173e7&edm=AMKDjl4AAAAA&ccb=7-5&ig_cache_key=MzMzMTk0MjkxOTAzMTM0MzUyNQ%3D%3D.3-ccb7-5&oh=00_AYBUcQDNCmuyCdeb0RULu8MLIhvETofdQQhHu7fcJ8nkxQ&oe=67AF3008&_nc_sid=472314,,1440,960,[],3.33e+18,C49cG50vcml,https://www.instagram.com/p/C49cG50vcml/,5,False,[],"[Interactive Platforms] Youth & Children‘s Center and Public Art Center of Shanghai Pudong New District, Shanghai, China 2016-2023. Cross-connected slabs carrying theaters, classrooms, labs, rehearsal boxes, common spaces, terraces and courtyards, an 80,000 sqm urban complex for public activities started open to public since 2023, photo by Su Shengliang / Schranimage #scenicarchitectureoffice #scenicarchitecture #settlement #interactive #platforms #educationalarchitecture #contemporarychinesearchitecture #schranimage #sushengliang","['#contemporarychinesearchitecture', '#educationalarchitecture', '#interactive', '#platforms', '#scenicarchitecture', '#scenicarchitectureoffice', '#schranimage', '#settlement', '#sushengliang']",1840000000000000.0,shanghai,https://www.instagram.com/explore/locations/1841290076198903/shanghai/,,,63243958152,xiaofengzhu_scenicarchitecture,,3/26/2024 2:02,contemporarychinesearchitecture,1,instagram,tag,469274411_18270290692301054_7430994055191068698_n,jpg,contemporarychinesearchitecture,,0,[],[],0.0,False
1,8/30/2022 20:07,2.92e+18,Ch5X9fEMcOl,https://instagram.fyzd1-3.fna.fbcdn.net/v/t51.29350-15/302149741_5448533928592719_3539042315196164426_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE0Mzkuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fyzd1-3.fna.fbcdn.net&_nc_cat=103&_nc_oc=Q6cZ2AE2gh1YdYBOQg6ve9OehDQx9zKXCwaRYKayO4RF764QCvn4frLACfP1w6gU-SbMrCg&_nc_ohc=rUp7oMjKINEQ7kNvgGY4u5n&_nc_gid=fac88c15ccad409ca7ff4014388a2461&edm=AMKDjl4BAAAA&ccb=7-5&ig_cache_key=MjkxNjQ2NzYxNDAxMzMwOTg2MQ%3D%3D.3-ccb7-5&oh=00_AYDy2FWeWuDVk4wLbrzM5zXyjYPmLDOu4PXy6G8A40fY1A&oe=67AF3427&_nc_sid=472314,,1440,1439,"[{'id': '7383029834', 'username': 'ensa_versailles', 'full_name': 'ÉNSA Versailles'}]",2.92e+18,Ch5X9lesgK9,https://www.instagram.com/p/Ch5X9lesgK9/,21,False,[],"PRODUCTION*Density / Ecological Urbanism (Taillandier Paris)Curator : Marine Fritsch Master 1 @ensa_versailles The project of No. 28 Dayuan Hu Tong, titled «Miniature Beijing», is a transformation project by Atelier Li Xinggang completed in 2017 and located in the Old City district of Beijing. Initially, the original building was a 262 square meter common courtyard house. It has been transformed into five apartments with independent courtyards, as well as a space accessible to public that hosts a cafe and tea house. This project combines old urban renewal, courtyard renovation and a research on ideal house. Indeed, the layout of the «garden house» and the «public unit»  fits into the structure of contemporary society, transforming the courtyard house into a «miniature community.» The design of the apartments in minimal size serves the spiritual construction of the «garden house harmonization», and transforms the experience of everyday poetry and urban landscape into the «ideal living environment» through the narrative of space. This project also provides an extension of public space from the street and completes the established «street + residential unit» model, transforming the courtyard into a «miniature community». This collective space can be used and shared by all residents of the unit on a daily basis, and can be opened to neighbouring hutongs and foreign visitors. This space then becomes a place of public service shared by a larger number of neighbors and reinforces its «community» character.The interview is especially based on the analysis of the ‘Miniature Beijing’ project : a conversion of No. 28 Dayuan Hutong Beijing in collective housing, sharing spaces and facilities#China #contemporarychinesearchitecture #density #housing #architecture #cag #atelierli #lixinggang #architectureinterviews #architectinterviews #lifestyle #collectivehousing #minimalliving #insideoutside #massproduction #customedarchitecture #context #hutong #history","['#China', '#architectinterviews', '#architecture', '#architectureinterviews', '#atelierli', '#cag', '#collectivehousing', '#contemporarychinesearchitecture', '#context', '#customedarchitecture', '#density', '#history', '#housing', '#hutong', '#insideoutside', '#lifestyle', '#lixinggang', '#massproduction', '#minimalliving']",1189610.0,école-nationale-supérieure-d’architecture-de-versailles,https://www.instagram.com/explore/locations/1189610/école-nationale-supérieure-d’architecture-de-versailles/,2.92e+18,Ch5X9lesgK9,40979555434,hldl_ensa,"Magali Paris, Walter Simone & al.",8/30/2022 20:07,contemporarychinesearchitecture,2,instagram,tag,302149741_5448533928592719_3539042315196164426_n,jpg,contemporarychinesearchitecture,,0,[],[],0.0,False
1,1/13/2020 8:51,2.22e+18,B7QPc9GiNNb,https://instagram.fyzd1-2.fna.fbcdn.net/v/t51.2885-15/82403383_474871109866345_4161972091950829042_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDAweDEwMDAuc2RyLmYyODg1LmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=instagram.fyzd1-2.fna.fbcdn.net&_nc_cat=101&_nc_oc=Q6cZ2AH9J32jJENzYLQd75wq2_OzxphSfBRhX2iKl-zr1ELVOrk2qEIOSeK0feRc-9Ejp0Y&_nc_ohc=t7Pv-fnaNVEQ7kNvgGT_I2A&_nc_gid=2c56c817c23a4f3c941666ccc264004a&edm=AMKDjl4BAAAA&ccb=7-5&ig_cache_key=MjIyMDM0MjU3Njc0NDU1MTI1OQ%3D%3D.3-ccb7-5&oh=00_AYDWkIufplF5j-C6OhcNIdZMfznevlXtT-N47S1HkobK3w&oe=67AF2E57&_nc_sid=472314,,1000,1000,[],2.22e+18,B7QPc9GiNNb,https://www.instagram.com/p/B7QPc9GiNNb/,64,False,[],"This installation by @aurelien_chen_architecture recreates an ethereal and abstract version of a traditional Chinese landscape. 
Photo ©Aurelien Chen
Overall planning CSCEC, design support : @zhijian_workshop
, Zhou Zhipeng (parametric design) #artinstallation #art #installation #installationart #architecturephotography #architectureanddesign #architectureporn #architecturefromchina #archiposition #architecturalphotographer #contemporarychinesearchitecture #contemporaryart #landscapedesign #china #rizhao #rizhaofficial #stainlesssteel #perforated #nightinstallation #parametricarchitecture #parametricdesign #parametric #archello #thecitymag #pillarsofarchitecture #reflection","['#archello', '#archiposition', '#architecturalphotographer', '#architectureanddesign', '#architecturefromchina', '#architecturephotography', '#architectureporn', '#art', '#artinstallation', '#china', '#contemporaryart', '#contemporarychinesearchitecture', '#installation', '#installationart', '#landscapedesign', '#nightinstallation', '#parametric', '#parametricarchitecture', '#parametricdesign', '#perforated', '#pillarsofarchitecture', '#reflection', '#rizhao', '#rizhaofficial', '#stainlesssteel', '#thecitymag']",261386824.0,rizhao,https://www.instagram.com/explore/locations/261386824/rizhao/,,,10117422263,aurelien_chen_photography,aurelien chen,1/13/2020 8:51,contemporarychinesearchitecture,1,instagram,tag,82403383_474871109866345_4161972091950829042_n,jpg,contemporarychinesearchitecture,,1,['Thanks'],['neutral'],0.0,False
1,8/3/2020 8:32,2.37e+18,CDa6olOCCQx,https://instagram.fyzd1-2.fna.fbcdn.net/v/t51.29350-15/116741231_983858128706301_6529151162838589512_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEzNTAuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fyzd1-2.fna.fbcdn.net&_nc_cat=109&_nc_oc=Q6cZ2AGLf75OVqf7QWElVYVMefBloxpvzBWC27XRZBapNhzYIhWLhmmDbPhLWlEl-jnpUF0&_nc_ohc=0ncVBz1InI0Q7kNvgEPJaK4&_nc_gid=35296d80e6774f1bb3c65a28f828abd0&edm=AMKDjl4BAAAA&ccb=7-5&ig_cache_key=MjM2NzQ2MjQyOTU3NzE5MjQ5Nw%3D%3D.3-ccb7-5&oh=00_AYBmOdNLs_KkIQc_i2RV6kvhmVcqdDyvhUgNsW4DX14bfQ&oe=67AF3206&_nc_sid=472314,,1080,1350,[],2.37e+18,CDa6olOCCQx,https://www.instagram.com/p/CDa6olOCCQx/,31,False,[],"Architecture photography is also about Construction!
Bao Ji Cultural Center (Former Tobacco Factory Renovation) ⁠
Architect : Cui Kai, Wang Ke Yao, @aurelien_chen_architecture
Design institute: CADG⁠
#architecture #architecturefromchina #contemporarychinesearchitecture #archilovers #archiposition #architectureanddesign  #renovationproject #china #workinprogress #photographyofchina #architectureporn  #constructionsite #steelstructure #steel #blackandwhite #pillarsofarchitecture #archi_unlimited #baoji #construction #constructionsite","['#archi_unlimited', '#archilovers', '#archiposition', '#architecture', '#architectureanddesign', '#architecturefromchina', '#architectureporn', '#baoji', '#blackandwhite', '#china', '#construction', '#constructionsite', '#contemporarychinesearchitecture', '#photographyofchina', '#pillarsofarchitecture', '#renovationproject', '#steel', '#steelstructure', '#workinprogress']",,,,,,10117422263,aurelien_chen_photography,aurelien chen,8/3/2020 8:32,contemporarychinesearchitecture,1,instagram,tag,116741231_983858128706301_6529151162838589512_n,jpg,contemporarychinesearchitecture,,0,[],[],0.0,False
4,3/7/2023 12:36,3.05e+18,CpfOjaLNWFK,https://instagram.fyzd1-3.fna.fbcdn.net/v/t51.29350-15/334638805_705551841249894_162139941689729565_n.jpg?stp=dst-jpg_e15_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fyzd1-3.fna.fbcdn.net&_nc_cat=106&_nc_oc=Q6cZ2AGp52DMMYvoyE_40gJiE8OKyD0EalQZQq89y2I9O12PTQq8MvBZBeuUxvnzLbYaOgw&_nc_ohc=bnmdaGAHbk8Q7kNvgH2Kji5&_nc_gid=1727f9ce10274e53b0819e46ed4508a6&edm=AMKDjl4BAAAA&ccb=7-5&ig_cache_key=MzA1MzIyMzA3ODMxODY2MTk2Mg%3D%3D.3-ccb7-5&oh=00_AYBlRATwRtdou4lP0YKOylMSSzAVIP3QRZVlJLRynK53tg&oe=67AF4586&_nc_sid=472314,,1080,1080,[],3.05e+18,CpfOjd4NY6K,https://www.instagram.com/p/CpfOjd4NY6K/,33,False,[],"Detail - Light - Shadow
...
Art Gallery Extension of Nanjing University of Arts (2019). Lovely project by @atelierdiameter , with a stunning vault and raw concrete texture.
...
© Aurelien Chen
#architecturalphotography #architecturephotography #concrete #rawconcrete #china #texture #architexture #beton #vault #architectureinchina #contemporarychinesearchitecture","['#architecturalphotography', '#architectureinchina', '#architecturephotography', '#architexture', '#beton', '#china', '#concrete', '#contemporarychinesearchitecture', '#rawconcrete', '#texture', '#vault']",,,,3.05e+18,CpfOjd4NY6K,10117422263,aurelien_chen_photography,aurelien chen,3/7/2023 12:36,contemporarychinesearchitecture,4,instagram,tag,334638805_705551841249894_162139941689729565_n,jpg,contemporarychinesearchitecture,,5,"['@melwillis thanks !', 'lovely work', 'Cela pourrait être a Paris, au jardin Albert Kahn', 'Promote it on @hawaiifam_', '#shadow #shadowplay #chineseshadows #ombreschinoises #light #lettherebelight']","['positive', 'positive', 'neutral', 'neutral', 'neutral']",0.4,False
1,1/11/2020 6:40,2.22e+18,B7K27MeoCAy,https://instagram.fyzd1-2.fna.fbcdn.net/v/t51.2885-15/81575514_171748740728293_6742407634069073125_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDcyMC5zZHIuZjI4ODUuZGVmYXVsdF9pbWFnZSJ9&_nc_ht=instagram.fyzd1-2.fna.fbcdn.net&_nc_cat=101&_nc_oc=Q6cZ2AEQKckHo7c6zNa9mY7yowUThD9AhEaN2RGkq8oIW4lQIp9D_8dCD65tl7rThS-CPAY&_nc_ohc=kveoyhWkTd0Q7kNvgFhq4f9&_nc_gid=745d88e5707642ac9aa38260f036660e&edm=AMKDjl4BAAAA&ccb=7-5&ig_cache_key=MjIxODgyNzMyODc5MjgzMDAwMg%3D%3D.3-ccb7-5&oh=00_AYBlDiadiIg7fIcFrWAftmfE1W33-2HBli559ke7a5JaQg&oe=67AF2F7D&_nc_sid=472314,,1080,720,[],2.22e+18,B7K27UKIsRt,https://www.instagram.com/p/B7K27UKIsRt/,23,False,[],"This installation by @aurelien_chen_architecture recreates an ethereal and abstract version of a traditional Chinese landscape. 
Photo ©Aurelien Chen
Overall planning CSCEC, design support : @zhijian_workshop
, Zhou Zhipeng (parametric design) #artinstallation #art #installation #installationart #architecturephotography #architectureanddesign #architectureporn #architecturefromchina #archiposition #architecturalphotographer #contemporarychinesearchitecture #contemporaryart #landscapedesign #china #rizhao #rizhaofficial #stainlesssteel #perforated #nightinstallation #parametricarchitecture #parametricdesign #parametric #archello #thecitymag #pillarsofarchitecture #reflection","['#archello', '#archiposition', '#architecturalphotographer', '#architectureanddesign', '#architecturefromchina', '#architecturephotography', '#architectureporn', '#art', '#artinstallation', '#china', '#contemporaryart', '#contemporarychinesearchitecture', '#installation', '#installationart', '#landscapedesign', '#nightinstallation', '#parametric', '#parametricarchitecture', '#parametricdesign', '#perforated', '#pillarsofarchitecture', '#reflection', '#rizhao', '#rizhaofficial', '#stainlesssteel', '#thecitymag']",261386824.0,rizhao,https://www.instagram.com/explore/locations/261386824/rizhao/,2.22e+18,B7K27UKIsRt,10117422263,aurelien_chen_photography,aurelien chen,1/11/2020 6:40,contemporarychinesearchitecture,3,instagram,tag,81575514_171748740728293_6742407634069073125_n,jpg,contemporarychinesearchitecture,,0,[],[],0.0,False
7,5/26/2021 16:40,2.58e+18,CPV9waTqVx5,https://instagram.fyzd1-2.fna.fbcdn.net/v/t51.29350-15/191348589_1877266792432891_4730245551932362873_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDgxMC5zZHIuZjI5MzUwLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=instagram.fyzd1-2.fna.fbcdn.net&_nc_cat=107&_nc_oc=Q6cZ2AGO0iyZCEbfTlCCUG3OV5xSzQEIoLIpIdeDbdrUurFxHcvu7hZ0WwBjjSE-5K70_s4&_nc_ohc=OD-QPaw_82sQ7kNvgEYt2LU&_nc_gid=befc959ef1c94704aa63899e92faf80e&edm=AMKDjl4BAAAA&ccb=7-5&ig_cache_key=MjU4MjI0MTU2ODk4NjA2MTk0NQ%3D%3D.3-ccb7-5&oh=00_AYCMsqSgiumPNylCWHE3wh6CfwX-y7BcIp7W_ix7EPANVQ&oe=67AF3B66&_nc_sid=472314,,1080,810,[],2.58e+18,CPV9wi-KszY,https://www.instagram.com/p/CPV9wi-KszY/,15,False,[],"Welcome to a special journey through the traditional making of Chinese liquor! A glimpse at our newly completed project :Chinese liquor themed boutique hotel.

For this renovation project, the client wanted the new design to focus on the topic of traditional Chinese liquor. In China, alcohol is made from cereal seeds, following a traditional liquor-making process that has been used over centuries. 

After a careful study of this process, we created a specific architectural scenography that gives people a singular sensory experience of the making of traditional Chinese liquor. 

Seeds are the main raw material used to make Chinese liquor. At the entrance lobby, various seeds are placed in Plexiglas tubes to create a vibrant screen with a huge pattern. 

Architect : @zhijian_workshop
Partners in charge : Aurelien Chen, Wang Keyao @wang_keyao
Project's lead : Aurelien Chen @aurelien_chen_architecture
Photo : @aurelien_chen_photography (except photo n.3 www.lzlj.com)

#architecturefromchina #contemporarychinesearchitecture #artinchina #interiordesign #chinesewine #concept #boutiquehotel #boutiquehoteldesign #zhijianworkshop","['#architecturefromchina', '#artinchina', '#boutiquehotel', '#boutiquehoteldesign', '#chinesewine', '#concept', '#contemporarychinesearchitecture', '#interiordesign', '#zhijianworkshop']",,,,2.58e+18,CPV9wi-KszY,27169147364,zhijian_workshop,Zhijian workshop,5/26/2021 16:40,contemporarychinesearchitecture,7,instagram,tag,191348589_1877266792432891_4730245551932362873_n,jpg,contemporarychinesearchitecture,,1,['#artinstallation #seeds #artanddesign #artanddecor #experimenting #design #hoteldesign'],['neutral'],0.0,False
2,10/8/2022 9:42,2.94e+18,CjcreKAuU1_,https://instagram.fyzd1-2.fna.fbcdn.net/v/t51.29350-15/310807424_462314095704007_6000339948373407161_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fyzd1-2.fna.fbcdn.net&_nc_cat=107&_nc_oc=Q6cZ2AE2gh1YdYBOQg6ve9OehDQx9zKXCwaRYKayO4RF764QCvn4frLACfP1w6gU-SbMrCg&_nc_ohc=Sz4EwXvr5XUQ7kNvgFP_oGv&_nc_gid=fac88c15ccad409ca7ff4014388a2461&edm=AMKDjl4BAAAA&ccb=7-5&ig_cache_key=Mjk0NDQxOTQ0NDcyNzMwMzU1MQ%3D%3D.3-ccb7-5&oh=00_AYDTlfs1a-cqD79c2Op2Q9D7mqtRL4J1cVirTgWb5Kvb4Q&oe=67AF3738&_nc_sid=472314,,1440,1800,[],2.94e+18,CjcreOhukGK,https://www.instagram.com/p/CjcreOhukGK/,22,False,[],"Old and new.
.
.
.
.
.
#suzhoumuseum #suzhoumuseumimpei #impei #impeiarchitecture #impeiarchitect #postmodernarchitecture #postmodern #architecture #contemporarychinesearchitecture","['#architecture', '#contemporarychinesearchitecture', '#impei', '#impeiarchitect', '#impeiarchitecture', '#postmodern', '#postmodernarchitecture', '#suzhoumuseum', '#suzhoumuseumimpei']",510397658.0,suzhou-museum,https://www.instagram.com/explore/locations/510397658/suzhou-museum/,2.94e+18,CjcreOhukGK,39198881443,theavidrifter,YP,10/8/2022 9:42,contemporarychinesearchitecture,4,instagram,tag,310807424_462314095704007_6000339948373407161_n,jpg,contemporarychinesearchitecture,,0,[],[],0.0,False
4,7/5/2021 13:50,2.61e+18,CQ8qL9HKexj,https://instagram.fyzd1-2.fna.fbcdn.net/v/t51.29350-15/211789564_1138700639961647_8038310365730382980_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fyzd1-2.fna.fbcdn.net&_nc_cat=111&_nc_oc=Q6cZ2AGO0iyZCEbfTlCCUG3OV5xSzQEIoLIpIdeDbdrUurFxHcvu7hZ0WwBjjSE-5K70_s4&_nc_ohc=9GagfYrL4tMQ7kNvgE5-O0m&_nc_gid=befc959ef1c94704aa63899e92faf80e&edm=AMKDjl4BAAAA&ccb=7-5&ig_cache_key=MjYxMTE0NzQyMzQ1NDE5NDc4Nw%3D%3D.3-ccb7-5&oh=00_AYCPCwICAeRTQgYt9c28MJIsv9JX15SzcnH_Il6pAHc9kg&oe=67AF40E2&_nc_sid=472314,,1080,1080,[],2.61e+18,CQ8qMGrKGQi,https://www.instagram.com/p/CQ8qMGrKGQi/,15,False,[],"I am honored to be featured in the latest issue of @compassesarchitecturedesign , as ""new trends and tradition in China"". 
Compasses is considered the most knowledgeable international interior design and architecture platform in the Middle East.
#trends #publication #compassesarchitecturedesign #china #architecture #contemporarychinesearchitecture #middleeast","['#architecture', '#china', '#compassesarchitecturedesign', '#contemporarychinesearchitecture', '#middleeast', '#publication', '#trends']",,,,2.61e+18,CQ8qMGrKGQi,10026278456,aurelien_chen_architecture,aurelienchen_architecture,7/5/2021 13:50,contemporarychinesearchitecture,5,instagram,tag,211789564_1138700639961647_8038310365730382980_n,jpg,contemporarychinesearchitecture,,0,[],[],0.0,False
1,3/15/2019 11:06,2e+18,BvBtPCsFEvR,https://instagram.fyzd1-2.fna.fbcdn.net/v/t51.2885-15/54248072_2299427103411397_7645435823361641968_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDc1MS5zZHIuZjI4ODUuZGVmYXVsdF9pbWFnZSJ9&_nc_ht=instagram.fyzd1-2.fna.fbcdn.net&_nc_cat=101&_nc_oc=Q6cZ2AFlj5uSJXpEMKxK9Mz-sFwySJ7rTkL4Ej2tIkcKtTc1fHFg9vRuzmnbmW3swdEMnRw&_nc_ohc=gEPq6I1V1oQQ7kNvgEBY2q_&_nc_gid=2ec9a9487b2245bd9e211f3789688e29&edm=AMKDjl4BAAAA&ccb=7-5&ig_cache_key=MjAwMDA3ODY1NTMwMTM3Mjg4MQ%3D%3D.3-ccb7-5&oh=00_AYCbFOXBFmVbpdww1roTO3rWqzLz7FzHhYWSEK__N17rsw&oe=67AF2767&_nc_sid=472314,,1080,751,[],2e+18,BvBtPCsFEvR,https://www.instagram.com/p/BvBtPCsFEvR/,12,False,[],"[courtyards] Pudong Adolescent Activity Center and Mass Art Center,Shanghai,China 2016-2021. Cross-connected slabs carrying boxes and courtyards，conceptual collage #scenicarchitectureoffice #scenicarchitecture #settlement #courtyard #platform #educationalarchitecture #contemporarychinesearchitecture","['#contemporarychinesearchitecture', '#courtyard', '#educationalarchitecture', '#platform', '#scenicarchitecture', '#scenicarchitectureoffice', '#settlement']",106000000000000.0,shanghai,https://www.instagram.com/explore/locations/106324046073002/shanghai/,,,9053389053,zhuxiaofeng_scenicarchitecture,Xiaofeng Zhu,3/15/2019 11:06,contemporarychinesearchitecture,1,instagram,tag,54248072_2299427103411397_7645435823361641968_n,jpg,contemporarychinesearchitecture,,0,[],[],0.0,False
2,8/25/2022 22:06,2.91e+18,ChstkXks8RE,https://instagram.fyzd1-2.fna.fbcdn.net/v/t51.29350-15/301063409_1097215707855398_5213486204019819025_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE0NDAuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fyzd1-2.fna.fbcdn.net&_nc_cat=102&_nc_oc=Q6cZ2AH7sWuf01jX34K-lhxQuy5KgtRkGGytc1KIkV6btsYaxHJvVA_cDck-0lwcPTfgsx0&_nc_ohc=0lJ5zX2fzHoQ7kNvgFLvqlB&_nc_gid=b5c1f46eb30c408ab23c9afd9d5a471c&edm=AMKDjl4BAAAA&ccb=7-5&ig_cache_key=MjkxMjkwMzQ3MDMwNzg1MzM4MA%3D%3D.3-ccb7-5&oh=00_AYC05b3X__yZifPKMaRzslL3WEQNikg6gsqxY95xPKw6pQ&oe=67AF3BEC&_nc_sid=472314,,1440,1440,[],2.91e+18,ChstkdzsRoY,https://www.instagram.com/p/ChstkdzsRoY/,20,False,[],"PRODUCTION*Density / Ecological Urbanism (Taillandier Paris)Curator : Laura Chambefort @laura_cbf Master 1 ENSA Versailles @ensa_versailles Realized in 2018 the Shangwei Plugin Houses, are 2 detached houses located in the heart of a disinvested neighborhood for several decades. The village of Shangwei, was abandoned in parallel with the strong expansion of the adjacent city Shenzen. This one has swallowed the faces near leaving no time to those to be able to integrate into the city, the inhabitants of these villages preferring to migrate to more modern housing. The result is the appearance of several ruined villages in the heart of Shenzen, in the middle of a very high urban density.The project is therefore installed in this particular context. The city having for project to rehabilitate these vacant spaces, the question arises of a form of dwelling linking the centenary architectures and light salubrious forms of dwelling and linked to intrasement to its inhabitant. (…)

Pictures @peoplesarchitecture : 
Fang house The interview is especially based on the analysis of 2 plugin houses:Shenzen's Shangwei Village, province du Guangdong South China, 2018Mrs Fan's house Historic Beijing Hutong, 2016#China #contemporarychinesearchitecture #density #housing #architecture #pao #peoplearchitectureoffice #architectureinterviews #architectinterviews #prefabricated #massproduction #customedarchitecture #context #hutong #history #lightweightarchitecture #prefabricated #prefabricatedhouse #minimalliving","['#China', '#architectinterviews', '#architecture', '#architectureinterviews', '#contemporarychinesearchitecture', '#context', '#customedarchitecture', '#density', '#history', '#housing', '#hutong', '#lightweightarchitecture', '#massproduction', '#minimalliving', '#pao', '#peoplearchitectureoffice', '#prefabricated', '#prefabricatedhouse']",1189610.0,école-nationale-supérieure-d’architecture-de-versailles,https://www.instagram.com/explore/locations/1189610/école-nationale-supérieure-d’architecture-de-versailles/,2.91e+18,ChstkdzsRoY,40979555434,hldl_ensa,"Magali Paris, Walter Simone & al.",8/25/2022 22:06,contemporarychinesearchitecture,5,instagram,tag,301063409_1097215707855398_5213486204019819025_n,jpg,contemporarychinesearchitecture,,0,[],[],0.0,False
1,1/25/2021 15:06,2.49e+18,CKeO1gbq4FO,https://instagram.fyzd1-3.fna.fbcdn.net/v/t51.29350-15/141704632_817538252437060_7565177191322150846_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fyzd1-3.fna.fbcdn.net&_nc_cat=104&_nc_oc=Q6cZ2AFulGSBKVq0dXm75siTijHCFg99SyXmqv9AqDQHM77I_RY38fdSW1rMT_Dbsa0PG_0&_nc_ohc=HNo3GoXmhDoQ7kNvgF3DeM6&_nc_gid=6aa8b7d376d84cda9a3cabd205762acf&edm=AMKDjl4BAAAA&ccb=7-5&ig_cache_key=MjQ5NDQ5NjQ5MzIxNzIxODg5NA%3D%3D.3-ccb7-5&oh=00_AYCuIFch3ADgspwtNpK93LnYd8KFTU4Vpccg22gdE7eTCQ&oe=67AF29A5&_nc_sid=472314,,1080,1080,[],2.49e+18,CKeO1gbq4FO,https://www.instagram.com/p/CKeO1gbq4FO/,40,False,[],"Chinese liquor themed boutique hotel.

""Jiu Qu"", a brick shaped solid composite of yeast and mold, is used for saccharification and fermentation. The architects used these vegetal bricks to create the counter of the bar, which gives an olfactive experience to the user. 

Architect : @zhijian_workshop
Partners in charge : Aurelien Chen, Wang Ke Yao
Project's lead :  Aurelien Chen
Photo : @aurelien_chen_photography 

#architecturefromchina #contemporarychinesearchitecture #artinchina #interiordesign #chinesewine #concept #boutiquehotel #boutiquehoteldesign #zhijianworkshop #barcounter","['#architecturefromchina', '#artinchina', '#barcounter', '#boutiquehotel', '#boutiquehoteldesign', '#chinesewine', '#concept', '#contemporarychinesearchitecture', '#interiordesign', '#zhijianworkshop']",,,,,,10117422263,aurelien_chen_photography,aurelien chen,1/25/2021 15:06,contemporarychinesearchitecture,1,instagram,tag,141704632_817538252437060_7565177191322150846_n,jpg,contemporarychinesearchitecture,,0,[],[],0.0,False
